<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,2.04@@2.04,22637328384.0,128000.0,32768.0,✓,✗,60.01 ± 1.28 / 68.56 ± 1.45@@60.01,63.51 ± 1.58 / 45.74 ± 3.19@@63.51,59.27 ± 4.73 / 77.77 ± 4.02@@59.27,62.67 ± 2.07 / 43.76 ± 2.46@@62.67,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://ollama.com/library/phi4:14b-q4_K_M'>ollama_chat/phi4:14b-q4_K_M (val)</a>,📝,2.06@@2.06,14700000000.0,100352.0,16384.0,✓,✗,62.91 ± 1.86 / 73.91 ± 1.36@@62.91,73.54 ± 2.42 / 62.83 ± 3.27@@73.54,40.57 ± 3.38 / 67.59 ± 2.86@@40.57,73.52 ± 0.95 / 47.84 ± 2.05@@73.52,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300
<a href='https://hf.co/NovaSky-AI/Sky-T1-32B-Preview'>NovaSky-AI/Sky-T1-32B-Preview</a>,📝,2.06@@2.06,32763876352.0,152064.0,32768.0,✓,✗,65.61 ± 1.38 / 75.69 ± 1.19@@65.61,80.32 ± 1.18 / 55.07 ± 1.40@@80.32,37.90 ± 3.92 / 62.34 ± 4.35@@37.90,69.69 ± 0.81 / 44.61 ± 1.50@@69.69,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,2.07@@2.07,24011361280.0,131072.0,?,✓,✗,67.02 ± 1.11 / 76.70 ± 1.34@@67.02,80.03 ± 1.90 / 67.16 ± 2.37@@80.03,34.67 ± 3.50 / 61.01 ± 4.17@@34.67,74.76 ± 1.50 / 53.11 ± 3.87@@74.76,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,2.08@@2.08,32759790592.0,151665.0,131072.0,✓,✗,67.72 ± 1.59 / 76.13 ± 1.34@@67.72,84.91 ± 0.80 / 58.73 ± 2.34@@84.91,31.09 ± 2.28 / 55.22 ± 2.85@@31.09,73.47 ± 0.62 / 51.98 ± 1.73@@73.47,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
<a href='https://hf.co/meta-llama/Meta-Llama-3-70B'>meta-llama/Meta-Llama-3-70B</a>,🧠,2.09@@2.09,70553706496.0,128256.0,8192.0,✓,✗,66.35 ± 1.15 / 76.83 ± 0.96@@66.35,84.06 ± 0.78 / 69.26 ± 1.96@@84.06,29.93 ± 5.12 / 61.63 ± 3.98@@29.93,74.61 ± 2.23 / 54.81 ± 3.74@@74.61,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#thinking (zero-shot, val)</a>",🤔,2.10@@2.10,?,?,?,✓,✗,70.89 ± 1.41 / 77.85 ± 1.23@@70.89,83.37 ± 1.31 / 57.00 ± 1.74@@83.37,28.20 ± 2.05 / 51.35 ± 1.54@@28.20,74.15 ± 1.15 / 48.90 ± 1.27@@74.15,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-SFT'>LumiOpen/Llama-Poro-2-70B-SFT</a>,📝,2.11@@2.11,70553706496.0,128256.0,8192.0,✓,✗,66.56 ± 0.99 / 76.56 ± 1.04@@66.56,81.08 ± 1.00 / 59.56 ± 2.63@@81.08,33.59 ± 3.24 / 63.55 ± 3.67@@33.59,70.68 ± 0.90 / 45.66 ± 2.45@@70.68,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,2.12@@2.12,70553706496.0,128256.0,131072.0,✓,✗,68.71 ± 0.87 / 78.30 ± 0.86@@68.71,83.18 ± 0.90 / 60.15 ± 2.05@@83.18,29.83 ± 2.93 / 58.94 ± 2.79@@29.83,70.47 ± 1.03 / 44.14 ± 2.42@@70.47,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8'>Qwen/Qwen3-235B-A22B-Instruct-2507-FP8</a>,📝,2.16@@2.16,235107904512.0,151936.0,262144.0,✓,✗,64.24 ± 1.33 / 74.08 ± 1.27@@64.24,78.41 ± 0.87 / 52.04 ± 2.37@@78.41,33.55 ± 2.98 / 59.78 ± 2.74@@33.55,70.95 ± 0.83 / 49.28 ± 1.91@@70.95,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Instruct'>Qwen/Qwen3-Next-80B-A3B-Instruct</a>,📝,2.17@@2.17,81324862720.0,151936.0,262144.0,✓,✗,62.74 ± 1.88 / 73.16 ± 1.69@@62.74,79.08 ± 1.13 / 53.95 ± 1.55@@79.08,35.30 ± 3.76 / 61.63 ± 3.77@@35.30,70.58 ± 0.67 / 48.50 ± 1.37@@70.58,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#medium</a>,🤔,2.17@@2.17,21511953984.0,201088.0,131072.0,✓,✗,63.47 ± 1.34 / 74.36 ± 1.12@@63.47,76.37 ± 1.21 / 44.67 ± 1.11@@76.37,43.33 ± 1.44 / 67.58 ± 0.87@@43.33,61.25 ± 0.71 / 36.43 ± 0.84@@61.25,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600
<a href='https://hf.co/meta-llama/Llama-3.1-405B-Instruct-FP8'>meta-llama/Llama-3.1-405B-Instruct-FP8</a>,📝,2.18@@2.18,405868625920.0,128256.0,131072.0,✓,✗,66.62 ± 1.51 / 75.75 ± 1.47@@66.62,85.35 ± 1.06 / 74.53 ± 1.11@@85.35,26.04 ± 3.25 / 57.23 ± 1.56@@26.04,71.75 ± 1.55 / 46.85 ± 4.27@@71.75,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#no-thinking (zero-shot, val)</a>",📝,2.19@@2.19,?,?,?,✓,✗,71.36 ± 1.02 / 79.53 ± 0.78@@71.36,79.40 ± 1.02 / 58.17 ± 1.58@@79.40,25.57 ± 1.87 / 47.52 ± 1.91@@25.57,75.10 ± 0.91 / 51.36 ± 1.14@@75.10,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#thinking (zero-shot, val)</a>",🤔,2.19@@2.19,?,?,200000.0,✓,✗,71.05 ± 1.69 / 78.49 ± 1.30@@71.05,78.69 ± 1.86 / 53.60 ± 1.82@@78.69,26.57 ± 1.78 / 49.61 ± 1.59@@26.57,72.88 ± 1.04 / 47.90 ± 1.25@@72.88,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/mistralai/Magistral-Small-2509'>mistralai/Magistral-Small-2509</a>,📝,2.20@@2.20,24011361280.0,131072.0,8192.0,✓,✗,64.79 ± 2.30 / 75.17 ± 2.07@@64.79,81.32 ± 0.95 / 64.94 ± 1.39@@81.32,27.42 ± 4.06 / 61.18 ± 3.27@@27.42,76.71 ± 1.16 / 59.81 ± 1.71@@76.71,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/bullerwins/Magistral-Small-2506-fp8'>bullerwins/Magistral-Small-2506-fp8</a>,🧠,2.22@@2.22,23575680000.0,131072.0,32768.0,✓,✗,66.48 ± 1.23 / 77.06 ± 1.13@@66.48,78.20 ± 1.39 / 61.70 ± 2.12@@78.20,28.83 ± 6.97 / 62.30 ± 4.19@@28.83,74.11 ± 1.25 / 54.86 ± 2.24@@74.11,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/ibm-granite/granite-4.0-micro'>ibm-granite/granite-4.0-micro</a>,📝,2.24@@2.24,3402836480.0,100352.0,131072.0,✓,✗,54.23 ± 1.79 / 68.97 ± 1.06@@54.23,69.69 ± 1.70 / 51.75 ± 2.53@@69.69,45.89 ± 2.23 / 71.41 ± 1.14@@45.89,68.17 ± 1.79 / 52.38 ± 1.90@@68.17,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B</a>,🤔,2.25@@2.25,30532122624.0,151936.0,40960.0,✓,✗,63.98 ± 1.59 / 75.29 ± 0.98@@63.98,84.97 ± 0.66 / 61.90 ± 1.81@@84.97,27.28 ± 0.99 / 52.48 ± 0.74@@27.28,70.09 ± 0.50 / 50.41 ± 1.12@@70.09,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/Qwen/QwQ-32B'>Qwen/QwQ-32B</a>,🤔,2.25@@2.25,32763876352.0,152064.0,40960.0,✓,✗,64.66 ± 1.70 / 73.15 ± 1.57@@64.66,82.70 ± 0.64 / 65.92 ± 1.30@@82.70,26.68 ± 0.95 / 50.27 ± 0.63@@26.68,71.20 ± 0.77 / 53.20 ± 0.84@@71.20,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,2.25@@2.25,14765947904.0,151665.0,131072.0,✓,✗,64.56 ± 1.19 / 75.33 ± 0.97@@64.56,76.97 ± 1.62 / 54.77 ± 1.78@@76.97,31.31 ± 3.17 / 56.32 ± 2.89@@31.31,70.25 ± 0.74 / 47.73 ± 1.57@@70.25,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-Instruct'>LumiOpen/Llama-Poro-2-70B-Instruct</a>,📝,2.27@@2.27,70553706496.0,128256.0,8192.0,✓,✗,65.89 ± 0.93 / 76.20 ± 0.93@@65.89,76.19 ± 1.34 / 47.86 ± 2.94@@76.19,31.44 ± 2.84 / 61.36 ± 3.34@@31.44,67.30 ± 0.78 / 40.15 ± 1.89@@67.30,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E-Instruct'>meta-llama/Llama-4-Scout-17B-16E-Instruct</a>,📝,2.27@@2.27,108641793536.0,200000.0,?,✓,✗,64.65 ± 1.24 / 74.62 ± 1.13@@64.65,77.36 ± 1.24 / 63.54 ± 1.94@@77.36,30.01 ± 2.68 / 58.92 ± 2.94@@30.01,67.11 ± 0.99 / 35.94 ± 2.17@@67.11,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/CohereForAI/aya-expanse-32b'>CohereForAI/aya-expanse-32b</a>,📝,2.27@@2.27,32296476672.0,256000.0,8192.0,✗,✗,65.35 ± 1.98 / 75.62 ± 2.01@@65.35,73.34 ± 1.46 / 52.63 ± 2.04@@73.34,29.71 ± 1.88 / 64.06 ± 1.36@@29.71,72.10 ± 0.68 / 50.43 ± 1.79@@72.10,15.4.1@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#no-thinking (zero-shot, val)</a>",📝,2.27@@2.27,?,?,200000.0,✓,✗,71.86 ± 1.40 / 80.78 ± 0.97@@71.86,64.77 ± 1.59 / 45.94 ± 1.75@@64.77,29.55 ± 1.95 / 50.81 ± 1.67@@29.55,71.30 ± 1.10 / 45.20 ± 1.36@@71.30,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
<a href='https://hf.co/mistralai/Mistral-Small-24B-Instruct-2501'>mistralai/Mistral-Small-24B-Instruct-2501</a>,📝,2.28@@2.28,23572403200.0,131072.0,32768.0,✓,✗,66.52 ± 1.60 / 77.52 ± 1.11@@66.52,75.92 ± 0.91 / 50.73 ± 2.42@@75.92,27.13 ± 1.42 / 50.81 ± 1.04@@27.13,72.70 ± 0.66 / 52.15 ± 1.04@@72.70,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07 (zero-shot, val)</a>",🤔,2.28@@2.28,?,100256.0,272000.0,✓,✗,73.43 ± 1.56 / 79.91 ± 1.12@@73.43,76.80 ± 1.74 / 46.96 ± 1.29@@76.80,22.20 ± 2.43 / 47.66 ± 1.57@@22.20,71.56 ± 1.22 / 49.26 ± 1.08@@71.56,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,2.29@@2.29,70553706496.0,128256.0,131072.0,✓,✗,69.22 ± 1.38 / 78.17 ± 1.23@@69.22,82.87 ± 0.84 / 59.80 ± 2.69@@82.87,23.71 ± 1.95 / 54.79 ± 0.82@@23.71,69.84 ± 0.88 / 43.27 ± 1.69@@69.84,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07#high (zero-shot, val)</a>",🤔,2.30@@2.30,?,100256.0,272000.0,✓,✗,71.22 ± 1.69 / 78.08 ± 1.39@@71.22,75.43 ± 1.78 / 47.02 ± 1.63@@75.43,24.49 ± 2.13 / 48.03 ± 1.56@@24.49,71.24 ± 1.24 / 46.60 ± 1.05@@71.24,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,2.31@@2.31,32762123264.0,151936.0,40960.0,✓,✗,66.14 ± 1.41 / 76.38 ± 1.29@@66.14,68.93 ± 0.92 / 45.42 ± 2.56@@68.93,29.33 ± 1.84 / 56.70 ± 1.65@@29.33,74.59 ± 0.87 / 54.86 ± 2.41@@74.59,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,2.32@@2.32,81324862720.0,151936.0,262144.0,✓,✗,63.38 ± 1.17 / 72.30 ± 1.16@@63.38,85.32 ± 1.03 / 61.43 ± 1.71@@85.32,24.24 ± 1.37 / 46.38 ± 1.08@@24.24,67.02 ± 1.98 / 50.55 ± 1.76@@67.02,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/openai/gpt-oss-20b'>openai/gpt-oss-20b#low</a>,🤔,2.32@@2.32,21511953984.0,201088.0,131072.0,✓,✗,57.19 ± 2.80 / 70.60 ± 2.07@@57.19,72.48 ± 2.76 / 45.85 ± 3.06@@72.48,42.54 ± 1.14 / 66.15 ± 1.04@@42.54,56.61 ± 1.43 / 34.18 ± 2.18@@56.61,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600,16.6.0.dev0@@160600
<a href='https://hf.co/Qwen/Qwen3-235B-A22B'>Qwen/Qwen3-235B-A22B</a>,🤔,2.32@@2.32,235093634560.0,151936.0,40960.0,✓,✗,64.97 ± 1.83 / 74.26 ± 1.61@@64.97,77.05 ± 0.97 / 49.38 ± 1.83@@77.05,26.39 ± 1.41 / 52.42 ± 0.70@@26.39,71.72 ± 0.77 / 53.57 ± 0.86@@71.72,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,2.32@@2.32,12187325040.0,262144.0,?,✓,✗,66.38 ± 1.11 / 77.08 ± 0.89@@66.38,75.55 ± 1.42 / 54.23 ± 1.66@@75.55,25.77 ± 3.06 / 57.00 ± 3.09@@25.77,70.95 ± 0.76 / 48.52 ± 1.44@@70.95,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500
<a href='https://ollama.com/library/gemma3:27b-it-fp16'>ollama_chat/gemma3:27b-it-fp16</a>,📝,2.33@@2.33,?,?,?,✓,✗,66.88 ± 1.68 / 77.10 ± 1.45@@66.88,79.39 ± 1.08 / 61.00 ± 2.61@@79.39,23.07 ± 2.89 / 57.09 ± 2.65@@23.07,70.87 ± 0.77 / 50.34 ± 1.46@@70.87,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-sonnet-20241022 (zero-shot, val)</a>",📝,2.34@@2.34,?,?,200000.0,✓,✗,70.47 ± 1.65 / 79.35 ± 1.17@@70.47,70.71 ± 1.90 / 53.69 ± 1.70@@70.71,25.65 ± 1.73 / 50.14 ± 1.55@@25.65,67.95 ± 0.73 / 35.48 ± 1.04@@67.95,15.3.1@@150301,15.3.1.dev0@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B</a>,🤔,2.34@@2.34,14768307200.0,151936.0,40960.0,✓,✗,65.64 ± 1.52 / 75.66 ± 1.23@@65.64,76.86 ± 0.51 / 53.05 ± 0.94@@76.86,28.75 ± 1.29 / 53.38 ± 0.69@@28.75,64.06 ± 13.38 / 47.47 ± 10.37@@64.06,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.35@@2.35,22637328384.0,128000.0,32768.0,✓,✗,43.79 ± 3.52 / 59.13 ± 3.34@@43.79,66.98 ± 2.28 / 54.15 ± 2.44@@66.98,43.58 ± 6.18 / 67.01 ± 5.46@@43.58,71.54 ± 3.09 / 55.46 ± 3.05@@71.54,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
"<a href='https://platform.openai.com/docs/models/o4-mini'>o4-mini-2025-04-16 (zero-shot, val)</a>",🤔,2.35@@2.35,?,?,200000.0,✓,✗,70.34 ± 1.74 / 79.44 ± 1.17@@70.34,70.58 ± 2.08 / 45.39 ± 1.31@@70.58,25.40 ± 2.33 / 48.71 ± 1.91@@25.40,69.93 ± 0.84 / 45.99 ± 1.21@@69.93,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,2.36@@2.36,14768307200.0,151936.0,40960.0,✓,✗,62.77 ± 1.77 / 74.78 ± 1.33@@62.77,72.80 ± 1.32 / 51.00 ± 1.60@@72.80,26.19 ± 1.63 / 54.27 ± 0.84@@26.19,73.04 ± 0.83 / 54.04 ± 1.90@@73.04,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.37@@2.37,30532122624.0,151936.0,262144.0,✓,✗,64.01 ± 1.53 / 74.22 ± 1.26@@64.01,70.16 ± 1.96 / 49.27 ± 2.07@@70.16,29.17 ± 2.00 / 58.51 ± 1.66@@29.17,70.82 ± 0.62 / 49.81 ± 1.32@@70.82,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
