<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,2.37@@2.37,470927360.0,501153.0,512.0,✓,✗,59.28 ± 1.95 / 71.03 ± 2.21@@59.28,79.94 ± 0.96 / 79.94 ± 0.96@@79.94,3.15 ± 3.57 / 50.83 ± 1.86@@3.15,30.74 ± 1.50 / 20.41 ± 1.60@@30.74,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Instruct'>Qwen/Qwen3-Next-80B-A3B-Instruct</a>,📝,2.39@@2.39,81324862720.0,151936.0,262144.0,✓,✗,12.11 ± 1.76 / 41.46 ± 1.19@@12.11,66.42 ± 1.28 / 66.42 ± 1.28@@66.42,39.03 ± 1.09 / 69.12 ± 0.60@@39.03,64.44 ± 0.95 / 42.11 ± 1.13@@64.44,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://platform.openai.com/docs/models/gpt-4.1'>gpt-4.1-2025-04-14 (zero-shot, val)</a>",📝,2.40@@2.40,?,?,1047576.0,✓,✗,11.19 ± 3.09 / 39.23 ± 2.17@@11.19,62.58 ± 1.49 / 62.58 ± 1.49@@62.58,46.15 ± 4.36 / 69.95 ± 2.71@@46.15,53.28 ± 0.86 / 26.57 ± 1.34@@53.28,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,2.41@@2.41,24011361280.0,131072.0,8192.0,✓,✗,19.59 ± 2.07 / 45.45 ± 1.02@@19.59,67.09 ± 1.08 / 67.09 ± 1.08@@67.09,27.85 ± 1.20 / 61.69 ± 1.25@@27.85,67.91 ± 2.27 / 45.13 ± 3.32@@67.91,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,2.41@@2.41,559890946.0,250002.0,512.0,✓,✗,53.39 ± 3.33 / 65.01 ± 4.66@@53.39,78.56 ± 1.19 / 78.56 ± 1.19@@78.56,3.20 ± 2.50 / 49.20 ± 1.84@@3.20,35.89 ± 1.90 / 23.52 ± 2.60@@35.89,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-32B'>Qwen/Qwen3-32B#no-thinking</a>,📝,2.42@@2.42,32762123264.0,151936.0,40960.0,✓,✗,12.19 ± 1.00 / 40.55 ± 0.72@@12.19,60.54 ± 1.01 / 60.54 ± 1.01@@60.54,40.22 ± 1.10 / 69.19 ± 0.89@@40.22,70.16 ± 0.78 / 49.07 ± 1.17@@70.16,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,2.43@@2.43,?,256128.0,1048576.0,✓,✗,10.35 ± 2.97 / 38.83 ± 2.22@@10.35,64.49 ± 1.84 / 64.49 ± 1.84@@64.49,45.05 ± 3.02 / 70.26 ± 1.84@@45.05,59.39 ± 0.83 / 36.55 ± 1.42@@59.39,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-sonnet-4-5-20250929#thinking (zero-shot, val)</a>",🤔,2.45@@2.45,?,?,?,✓,✗,6.52 ± 2.84 / 36.00 ± 1.90@@6.52,69.92 ± 1.93 / 69.92 ± 1.93@@69.92,40.48 ± 3.36 / 70.10 ± 1.67@@40.48,56.22 ± 1.19 / 27.41 ± 1.48@@56.22,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B</a>,🤔,2.47@@2.47,14768307200.0,151936.0,40960.0,✓,✗,13.37 ± 1.30 / 41.75 ± 0.82@@13.37,64.24 ± 0.69 / 64.24 ± 0.69@@64.24,32.56 ± 1.06 / 65.49 ± 0.64@@32.56,68.35 ± 0.85 / 46.37 ± 1.00@@68.35,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,2.49@@2.49,27432406640.0,262144.0,8192.0,✓,✗,9.15 ± 0.99 / 39.19 ± 0.71@@9.15,63.06 ± 1.05 / 63.06 ± 1.05@@63.06,41.68 ± 1.08 / 70.39 ± 0.61@@41.68,62.80 ± 1.47 / 37.31 ± 2.69@@62.80,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-30B-A3B-Instruct-2507'>Qwen/Qwen3-30B-A3B-Instruct-2507</a>,📝,2.50@@2.50,30532122624.0,151936.0,262144.0,✓,✗,13.36 ± 1.65 / 41.90 ± 1.10@@13.36,63.12 ± 1.15 / 63.12 ± 1.15@@63.12,32.80 ± 0.61 / 66.25 ± 0.30@@32.80,64.87 ± 1.23 / 43.50 ± 1.56@@64.87,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-12b-it'>google/gemma-3-12b-it</a>,📝,2.50@@2.50,12187325040.0,262144.0,8192.0,✓,✗,14.73 ± 1.20 / 42.78 ± 0.82@@14.73,65.24 ± 0.62 / 65.24 ± 0.62@@65.24,34.36 ± 1.74 / 65.87 ± 1.18@@34.36,59.08 ± 1.64 / 34.10 ± 2.44@@59.08,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B#no-thinking</a>,📝,2.50@@2.50,14768307200.0,151936.0,40960.0,✓,✗,10.79 ± 1.19 / 40.07 ± 0.77@@10.79,61.60 ± 1.09 / 61.60 ± 1.09@@61.60,33.47 ± 1.93 / 64.80 ± 1.33@@33.47,71.72 ± 0.90 / 49.47 ± 1.21@@71.72,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,2.52@@2.52,70553706496.0,128256.0,131072.0,✓,✗,14.44 ± 1.37 / 42.86 ± 0.93@@14.44,67.01 ± 1.09 / 67.01 ± 1.09@@67.01,30.43 ± 1.38 / 64.43 ± 0.93@@30.43,59.44 ± 1.84 / 31.52 ± 2.50@@59.44,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/swiss-ai/Apertus-70B-Instruct-2509'>swiss-ai/Apertus-70B-Instruct-2509</a>,📝,2.53@@2.53,70599864480.0,131072.0,65536.0,✗,✗,15.15 ± 1.19 / 40.12 ± 0.80@@15.15,57.42 ± 1.10 / 57.42 ± 1.10@@57.42,35.30 ± 1.77 / 63.61 ± 2.06@@35.30,66.65 ± 1.07 / 45.03 ± 0.99@@66.65,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B</a>,🤔,2.53@@2.53,30532122624.0,151936.0,40960.0,✓,✗,13.91 ± 0.78 / 41.87 ± 0.47@@13.91,63.58 ± 1.27 / 63.58 ± 1.27@@63.58,30.93 ± 1.38 / 64.74 ± 0.66@@30.93,64.40 ± 0.91 / 42.17 ± 0.76@@64.40,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B#no-thinking</a>,📝,2.53@@2.53,30532122624.0,151936.0,40960.0,✓,✗,12.71 ± 1.81 / 40.66 ± 1.20@@12.71,62.29 ± 0.86 / 62.29 ± 0.86@@62.29,30.83 ± 0.89 / 65.04 ± 0.55@@30.83,65.30 ± 1.10 / 43.59 ± 1.35@@65.30,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/rembert'>google/rembert</a>,🔍,2.55@@2.55,574602505.0,250300.0,512.0,✓,✗,36.43 ± 2.37 / 56.48 ± 1.47@@36.43,70.72 ± 1.15 / 70.69 ± 1.14@@70.72,15.71 ± 11.17 / 52.73 ± 8.59@@15.71,39.23 ± 1.82 / 29.12 ± 2.02@@39.23,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,2.56@@2.56,70553706496.0,128256.0,131072.0,✓,✗,13.57 ± 1.15 / 42.14 ± 0.73@@13.57,67.31 ± 0.75 / 67.31 ± 0.75@@67.31,29.65 ± 1.18 / 63.71 ± 1.00@@29.65,57.82 ± 1.43 / 29.13 ± 1.93@@57.82,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,2.57@@2.57,32759790592.0,151665.0,131072.0,✓,✗,10.53 ± 1.29 / 40.55 ± 1.00@@10.53,64.92 ± 1.02 / 64.92 ± 1.02@@64.92,29.23 ± 0.84 / 61.55 ± 0.92@@29.23,70.04 ± 1.24 / 46.94 ± 1.67@@70.04,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-haiku-20241022 (zero-shot, val)</a>",📝,2.58@@2.58,?,?,200000.0,✓,✗,10.70 ± 3.40 / 37.04 ± 2.22@@10.70,44.23 ± 1.96 / 44.23 ± 1.96@@44.23,50.62 ± 3.72 / 74.83 ± 1.94@@50.62,58.26 ± 1.08 / 30.47 ± 1.39@@58.26,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,2.59@@2.59,?,128000.0,4096.0,✓,✗,15.39 ± 2.93 / 41.10 ± 3.68@@15.39,55.47 ± 1.96 / 55.47 ± 1.96@@55.47,26.23 ± 2.60 / 61.47 ± 1.46@@26.23,71.40 ± 1.68 / 51.70 ± 1.98@@71.40,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/meta-llama/Llama-3.1-70B'>meta-llama/Llama-3.1-70B</a>,🧠,2.61@@2.61,70553706496.0,128256.0,131072.0,✓,✗,1.15 ± 0.97 / 16.91 ± 0.40@@1.15,70.10 ± 1.63 / 70.10 ± 1.63@@70.10,27.07 ± 3.22 / 57.44 ± 4.25@@27.07,75.58 ± 2.59 / 58.41 ± 3.25@@75.58,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/intfloat/multilingual-e5-base'>intfloat/multilingual-e5-base</a>,🔍,2.62@@2.62,278044162.0,250002.0,512.0,✓,✗,54.01 ± 1.88 / 65.16 ± 3.27@@54.01,75.86 ± 1.13 / 75.86 ± 1.13@@75.86,3.00 ± 2.12 / 48.89 ± 2.59@@3.00,18.58 ± 2.85 / 10.65 ± 1.74@@18.58,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-14B'>deepcogito/cogito-v1-preview-qwen-14B</a>,📝,2.65@@2.65,14765947904.0,151665.0,131072.0,✓,✗,14.82 ± 1.81 / 43.82 ± 1.31@@14.82,63.46 ± 1.01 / 63.46 ± 1.01@@63.46,22.50 ± 1.50 / 59.34 ± 1.12@@22.50,66.26 ± 1.08 / 44.69 ± 1.16@@66.26,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,2.66@@2.66,10731524096.0,32000.0,4096.0,✓,✗,32.67 ± 3.33 / 40.91 ± 2.33@@32.67,58.29 ± 3.35 / 58.29 ± 3.35@@58.29,7.20 ± 2.54 / 39.04 ± 3.88@@7.20,64.15 ± 1.84 / 46.97 ± 2.88@@64.15,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B#no-thinking</a>,📝,2.67@@2.67,8190735360.0,151936.0,40960.0,✓,✗,13.78 ± 1.18 / 41.45 ± 0.77@@13.78,59.51 ± 1.06 / 59.51 ± 1.06@@59.51,24.18 ± 1.45 / 60.09 ± 1.15@@24.18,66.46 ± 1.54 / 45.27 ± 1.47@@66.46,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-lite'>gemini/gemini-2.5-flash-lite#no-thinking (zero-shot, val)</a>",📝,2.72@@2.72,?,256128.0,1048576.0,✓,✗,12.74 ± 3.26 / 39.77 ± 2.32@@12.74,58.38 ± 1.44 / 58.38 ± 1.44@@58.38,23.83 ± 3.76 / 51.77 ± 2.36@@23.83,59.92 ± 1.06 / 36.00 ± 1.14@@59.92,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,2.72@@2.72,70553706496.0,128256.0,131072.0,✓,✗,7.84 ± 2.00 / 37.96 ± 1.29@@7.84,66.31 ± 0.67 / 66.31 ± 0.67@@66.31,29.91 ± 2.00 / 60.55 ± 2.03@@29.91,53.61 ± 1.92 / 26.44 ± 2.64@@53.61,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B</a>,🤔,2.73@@2.73,8190735360.0,151936.0,40960.0,✓,✗,14.80 ± 1.37 / 42.61 ± 0.77@@14.80,57.00 ± 0.79 / 57.00 ± 0.79@@57.00,25.02 ± 2.21 / 62.26 ± 1.13@@25.02,63.58 ± 1.19 / 43.31 ± 1.60@@63.58,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://platform.openai.com/docs/models/gpt-4.1-mini'>gpt-4.1-mini-2025-04-14 (zero-shot, val)</a>",📝,2.75@@2.75,?,?,1047576.0,✓,✗,15.22 ± 2.61 / 43.14 ± 1.81@@15.22,57.12 ± 1.68 / 57.12 ± 1.68@@57.12,28.89 ± 3.22 / 62.30 ± 1.62@@28.89,54.90 ± 0.72 / 28.34 ± 1.04@@54.90,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07 (zero-shot, val)</a>",🤔,2.77@@2.77,?,100256.0,272000.0,✓,✗,14.63 ± 3.31 / 42.27 ± 2.20@@14.63,61.49 ± 1.86 / 61.49 ± 1.86@@61.49,21.58 ± 3.12 / 59.74 ± 1.65@@21.58,56.53 ± 0.76 / 31.29 ± 1.33@@56.53,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B#no-thinking</a>,📝,2.78@@2.78,4022468096.0,151936.0,40960.0,✓,✗,11.03 ± 1.68 / 39.97 ± 1.22@@11.03,56.56 ± 1.04 / 56.56 ± 1.04@@56.56,23.12 ± 1.80 / 61.34 ± 0.81@@23.12,63.23 ± 1.25 / 43.59 ± 1.18@@63.23,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/EMBEDDIA/litlat-bert'>EMBEDDIA/litlat-bert</a>,🔍,2.79@@2.79,150124809.0,84201.0,514.0,✓,✗,50.80 ± 1.51 / 58.33 ± 3.42@@50.80,73.14 ± 1.19 / 73.14 ± 1.19@@73.14,9.96 ± 6.06 / 51.54 ± 3.30@@9.96,0.06 ± 0.08 / 0.06 ± 0.08@@0.06,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-12b-pt'>google/gemma-3-12b-pt</a>,🧠,2.80@@2.80,12187325040.0,262144.0,8192.0,✓,✗,20.30 ± 4.01 / 39.26 ± 2.53@@20.30,64.13 ± 2.21 / 64.13 ± 2.21@@64.13,2.98 ± 1.90 / 34.37 ± 0.80@@2.98,71.29 ± 2.41 / 52.90 ± 3.45@@71.29,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,2.81@@2.81,22637328384.0,128000.0,4096.0,✓,✗,9.29 ± 1.41 / 38.26 ± 1.22@@9.29,56.73 ± 1.34 / 56.73 ± 1.34@@56.73,24.22 ± 2.61 / 50.52 ± 3.58@@24.22,63.16 ± 1.29 / 38.44 ± 1.90@@63.16,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-27b-pt'>google/gemma-3-27b-pt</a>,🧠,2.84@@2.84,27432406640.0,262144.0,8192.0,✓,✗,12.59 ± 4.86 / 28.57 ± 4.85@@12.59,69.51 ± 1.55 / 69.51 ± 1.55@@69.51,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,74.07 ± 1.76 / 54.62 ± 2.18@@74.07,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Thinking'>Qwen/Qwen3-Next-80B-A3B-Thinking</a>,🤔,2.85@@2.85,81324862720.0,151936.0,262144.0,✓,✗,9.52 ± 1.68 / 40.20 ± 1.20@@9.52,65.98 ± 1.28 / 65.98 ± 1.28@@65.98,24.15 ± 1.70 / 50.27 ± 1.26@@24.15,48.49 ± 1.58 / 26.52 ± 1.65@@48.49,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.86@@2.86,8030261248.0,128256.0,131072.0,✓,✗,9.81 ± 1.85 / 39.54 ± 1.10@@9.81,59.01 ± 1.17 / 59.01 ± 1.17@@59.01,17.35 ± 1.33 / 57.65 ± 1.43@@17.35,66.00 ± 1.89 / 40.83 ± 2.26@@66.00,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#thinking</a>,🤔,2.86@@2.86,110468824832.0,151552.0,131072.0,✓,✗,11.14 ± 0.87 / 40.48 ± 0.61@@11.14,70.41 ± 0.94 / 70.41 ± 0.94@@70.41,24.06 ± 1.66 / 59.42 ± 1.64@@24.06,37.72 ± 0.88 / 0.00 ± 0.00@@37.72,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
