<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/meta-llama/Meta-Llama-3-70B'>meta-llama/Meta-Llama-3-70B</a>,🧠,1.66@@1.66,70553706496.0,128256.0,8192.0,✓,✗,94.44 ± 0.62 / 97.19 ± 0.32@@94.44,68.67 ± 1.61 / 65.40 ± 1.45@@68.67,42.85 ± 3.39 / 67.28 ± 2.99@@42.85,76.09 ± 1.41 / 47.07 ± 1.27@@76.09,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/mistralai/Magistral-Small-2509'>mistralai/Magistral-Small-2509</a>,📝,1.67@@1.67,24011361280.0,131072.0,8192.0,✓,✗,94.42 ± 0.52 / 97.20 ± 0.26@@94.42,66.41 ± 1.57 / 61.89 ± 1.95@@66.41,45.11 ± 1.98 / 68.80 ± 1.61@@45.11,74.22 ± 2.15 / 46.96 ± 1.74@@74.22,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-27b-pt'>google/gemma-3-27b-pt</a>,🧠,1.67@@1.67,27432406640.0,262144.0,8192.0,✓,✗,94.04 ± 0.76 / 96.99 ± 0.39@@94.04,51.12 ± 4.79 / 49.83 ± 4.74@@51.12,61.16 ± 4.24 / 78.80 ± 3.26@@61.16,76.08 ± 1.83 / 46.65 ± 1.52@@76.08,16.5.0.dev0@@160500,15.6.1@@150601,16.5.0.dev0@@160500,15.6.1@@150601
<a href='https://hf.co/mistralai/Voxtral-Small-24B-2507'>mistralai/Voxtral-Small-24B-2507</a>,📝,1.69@@1.69,24261800960.0,131072.0,8192.0,✓,✗,93.89 ± 0.62 / 96.94 ± 0.31@@93.89,71.03 ± 1.57 / 67.68 ± 1.56@@71.03,41.58 ± 3.18 / 63.11 ± 3.29@@41.58,73.64 ± 1.94 / 44.86 ± 1.57@@73.64,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/meta-llama/Llama-3.1-405B'>meta-llama/Llama-3.1-405B</a>,🧠,1.70@@1.70,405853388800.0,128256.0,131072.0,✓,✗,94.33 ± 0.51 / 97.15 ± 0.25@@94.33,54.98 ± 2.02 / 54.42 ± 2.12@@54.98,52.64 ± 4.14 / 74.28 ± 2.98@@52.64,77.36 ± 2.96 / 50.24 ± 2.82@@77.36,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/deepcogito/cogito-v1-preview-qwen-32B'>deepcogito/cogito-v1-preview-qwen-32B</a>,📝,1.71@@1.71,32759790592.0,151665.0,131072.0,✓,✗,95.42 ± 0.53 / 97.71 ± 0.26@@95.42,71.74 ± 1.69 / 65.08 ± 1.92@@71.74,40.38 ± 1.69 / 61.68 ± 1.46@@40.38,73.88 ± 0.55 / 43.02 ± 0.58@@73.88,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
<a href='https://hf.co/bullerwins/Magistral-Small-2506-fp8'>bullerwins/Magistral-Small-2506-fp8</a>,🧠,1.71@@1.71,23575680000.0,131072.0,32768.0,✓,✗,93.58 ± 0.72 / 96.78 ± 0.36@@93.58,69.04 ± 1.52 / 63.81 ± 2.57@@69.04,40.90 ± 2.34 / 63.10 ± 2.53@@40.90,74.32 ± 2.59 / 46.47 ± 1.91@@74.32,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/Qwen/Qwen3-Next-80B-A3B-Instruct'>Qwen/Qwen3-Next-80B-A3B-Instruct</a>,📝,1.73@@1.73,81324862720.0,151936.0,262144.0,✓,✗,94.80 ± 0.53 / 97.40 ± 0.27@@94.80,69.31 ± 1.91 / 59.52 ± 2.45@@69.31,44.57 ± 1.15 / 67.21 ± 0.99@@44.57,69.72 ± 0.89 / 38.06 ± 0.96@@69.72,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/meta-llama/Llama-3.1-405B-Instruct-FP8'>meta-llama/Llama-3.1-405B-Instruct-FP8</a>,📝,1.73@@1.73,405868625920.0,128256.0,131072.0,✓,✗,94.48 ± 0.47 / 97.21 ± 0.24@@94.48,67.81 ± 3.16 / 66.51 ± 2.97@@67.81,44.30 ± 1.18 / 68.72 ± 0.61@@44.30,70.03 ± 0.84 / 37.95 ± 1.35@@70.03,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-haiku-4-5-20251001 (zero-shot, val)</a>",🤔,1.74@@1.74,?,?,200000.0,✓,✗,95.93 ± 1.23 / 97.95 ± 0.62@@95.93,68.51 ± 2.00 / 60.35 ± 2.33@@68.51,40.14 ± 2.65 / 62.84 ± 1.64@@40.14,71.80 ± 0.88 / 37.15 ± 1.41@@71.80,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://ollama.com/library/gemma3:27b-it-fp16'>ollama_chat/gemma3:27b-it-fp16</a>,📝,1.74@@1.74,?,?,?,✓,✗,95.03 ± 0.34 / 97.51 ± 0.18@@95.03,68.98 ± 1.22 / 64.85 ± 1.33@@68.98,42.70 ± 2.98 / 69.54 ± 2.12@@42.70,67.64 ± 1.04 / 36.25 ± 0.94@@67.64,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://platform.openai.com/docs/models/gpt-4o'>gpt-4o-2024-05-13 (zero-shot, val)</a>",📝,1.74@@1.74,?,200019.0,8191.0,✓,✗,93.73 ± 1.52 / 96.80 ± 0.78@@93.73,67.03 ± 2.75 / 51.31 ± 3.47@@67.03,45.51 ± 2.97 / 68.41 ± 1.52@@45.51,67.96 ± 0.79 / 34.76 ± 1.21@@67.96,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8'>Qwen/Qwen3-235B-A22B-Instruct-2507-FP8</a>,📝,1.74@@1.74,235107904512.0,151936.0,262144.0,✓,✗,94.59 ± 0.61 / 97.29 ± 0.31@@94.59,65.24 ± 1.73 / 56.57 ± 2.14@@65.24,45.30 ± 1.12 / 66.93 ± 0.84@@45.30,70.53 ± 0.89 / 41.32 ± 0.74@@70.53,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://ollama.com/library/phi4:14b-q4_K_M'>ollama_chat/phi4:14b-q4_K_M (val)</a>,📝,1.75@@1.75,14700000000.0,100352.0,16384.0,✓,✗,95.39 ± 1.56 / 97.68 ± 0.79@@95.39,64.43 ± 4.03 / 62.07 ± 3.64@@64.43,43.62 ± 3.29 / 64.93 ± 2.80@@43.62,71.88 ± 1.98 / 37.20 ± 2.92@@71.88,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-70B'>deepcogito/cogito-v1-preview-llama-70B</a>,📝,1.75@@1.75,70553706496.0,128256.0,131072.0,✓,✗,94.47 ± 0.42 / 97.22 ± 0.21@@94.47,69.06 ± 2.51 / 63.78 ± 2.79@@69.06,40.84 ± 1.83 / 62.50 ± 1.74@@40.84,70.19 ± 0.91 / 38.87 ± 0.79@@70.19,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901,15.9.1@@150901
<a href='https://hf.co/NovaSky-AI/Sky-T1-32B-Preview'>NovaSky-AI/Sky-T1-32B-Preview</a>,📝,1.75@@1.75,32763876352.0,152064.0,32768.0,✓,✗,94.97 ± 0.51 / 97.48 ± 0.25@@94.97,68.75 ± 1.26 / 61.51 ± 2.43@@68.75,41.64 ± 2.08 / 63.09 ± 1.86@@41.64,70.70 ± 0.51 / 37.18 ± 1.29@@70.70,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503'>mistralai/Mistral-Small-3.1-24B-Instruct-2503</a>,📝,1.76@@1.76,24011361280.0,131072.0,?,✓,✗,94.90 ± 0.54 / 97.45 ± 0.27@@94.90,66.57 ± 2.29 / 64.52 ± 2.04@@66.57,40.16 ± 1.52 / 62.73 ± 1.98@@40.16,75.02 ± 2.15 / 44.31 ± 1.99@@75.02,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,1.76@@1.76,4022468096.0,151936.0,262144.0,✓,✗,92.45 ± 0.42 / 96.21 ± 0.21@@92.45,72.25 ± 1.79 / 69.56 ± 1.14@@72.25,38.75 ± 1.97 / 61.38 ± 1.48@@38.75,67.81 ± 0.95 / 39.15 ± 0.81@@67.81,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/Qwen/Qwen2.5-72B-Instruct'>Qwen/Qwen2.5-72B-Instruct</a>,📝,1.77@@1.77,72706203648.0,152064.0,32768.0,✓,✗,94.67 ± 0.61 / 97.31 ± 0.32@@94.67,62.77 ± 2.68 / 54.80 ± 3.20@@62.77,46.11 ± 1.30 / 67.89 ± 0.85@@46.11,70.99 ± 0.67 / 38.28 ± 0.99@@70.99,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/CohereForAI/c4ai-command-r-08-2024'>CohereForAI/c4ai-command-r-08-2024</a>,📝,1.78@@1.78,32296476672.0,256000.0,131072.0,✗,✗,90.93 ± 0.85 / 95.34 ± 0.44@@90.93,69.56 ± 1.43 / 61.05 ± 2.50@@69.56,40.65 ± 2.66 / 68.91 ± 1.64@@40.65,70.14 ± 1.18 / 41.17 ± 1.01@@70.14,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/deepcogito/cogito-v2-preview-llama-70B'>deepcogito/cogito-v2-preview-llama-70B</a>,📝,1.79@@1.79,70553706496.0,128256.0,131072.0,✓,✗,94.56 ± 0.47 / 97.27 ± 0.23@@94.56,67.78 ± 2.93 / 62.28 ± 3.13@@67.78,41.55 ± 1.80 / 63.99 ± 1.68@@41.55,69.19 ± 1.15 / 36.62 ± 1.12@@69.19,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500,15.15.0@@151500
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-preview-04-17'>gemini/gemini-2.5-flash-preview-04-17 (zero-shot, val)</a>",🤔,1.79@@1.79,?,256128.0,1048576.0,✓,✗,93.69 ± 1.20 / 96.80 ± 0.61@@93.69,69.85 ± 2.61 / 63.75 ± 2.86@@69.85,38.99 ± 3.61 / 64.75 ± 1.93@@38.99,67.21 ± 0.96 / 36.78 ± 1.43@@67.21,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://ollama.com/library/gemma3:27b-it-q4_K_M'>ollama_chat/gemma3:27b-it-q4_K_M (val)</a>,📝,1.79@@1.79,27400000000.0,262144.0,128000.0,✓,✗,96.63 ± 0.76 / 98.30 ± 0.38@@96.63,68.30 ± 3.34 / 64.43 ± 3.36@@68.30,40.01 ± 5.74 / 67.68 ± 3.25@@40.01,68.19 ± 1.48 / 34.74 ± 0.86@@68.19,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300,15.3.0.dev0@@150300
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash'>gemini/gemini-2.5-flash#thinking (zero-shot, val)</a>",🤔,1.79@@1.79,?,256128.0,1048576.0,✓,✗,92.20 ± 1.01 / 95.99 ± 0.53@@92.20,66.03 ± 3.49 / 61.20 ± 3.49@@66.03,45.57 ± 3.17 / 68.85 ± 1.64@@45.57,65.38 ± 0.87 / 35.87 ± 1.36@@65.38,15.11.0@@151100,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200
<a href='https://hf.co/Qwen/Qwen3-14B'>Qwen/Qwen3-14B</a>,🤔,1.80@@1.80,14768307200.0,151936.0,40960.0,✓,✗,93.68 ± 0.57 / 96.84 ± 0.28@@93.68,69.21 ± 1.87 / 66.13 ± 1.86@@69.21,36.63 ± 1.57 / 59.16 ± 1.21@@36.63,72.25 ± 0.60 / 42.84 ± 0.64@@72.25,15.7.2.dev0@@150702,15.8.1@@150801,15.8.1@@150801,15.8.1@@150801
<a href='https://hf.co/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8'>Qwen/Qwen3-235B-A22B-Thinking-2507-FP8</a>,🤔,1.80@@1.80,235107904512.0,151936.0,262144.0,✓,✗,94.92 ± 0.42 / 97.46 ± 0.21@@94.92,75.42 ± 1.37 / 71.27 ± 1.40@@75.42,33.11 ± 1.13 / 54.08 ± 1.00@@33.11,69.75 ± 0.49 / 40.77 ± 0.77@@69.75,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400,16.4.0.dev0@@160400
<a href='https://hf.co/01-ai/Yi-1.5-34B'>01-ai/Yi-1.5-34B</a>,🧠,1.80@@1.80,34388917248.0,64000.0,4096.0,✓,✗,95.11 ± 0.51 / 97.54 ± 0.25@@95.11,57.71 ± 1.18 / 55.80 ± 1.33@@57.71,44.36 ± 3.19 / 69.45 ± 2.86@@44.36,75.71 ± 1.90 / 47.86 ± 1.28@@75.71,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://ollama.com/library/gemma3:12b-it-fp16'>ollama_chat/gemma3:12b-it-fp16 (val)</a>,📝,1.80@@1.80,12187325040.0,262144.0,128000.0,✓,✗,96.76 ± 1.10 / 98.38 ± 0.55@@96.76,72.66 ± 2.22 / 64.28 ± 2.92@@72.66,34.63 ± 4.06 / 63.17 ± 2.25@@34.63,66.98 ± 2.15 / 37.35 ± 1.97@@66.98,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/Qwen/Qwen3-30B-A3B'>Qwen/Qwen3-30B-A3B</a>,🤔,1.80@@1.80,30532122624.0,151936.0,40960.0,✓,✗,92.96 ± 0.60 / 96.48 ± 0.30@@92.96,70.71 ± 1.94 / 67.56 ± 1.71@@70.71,37.00 ± 1.25 / 60.45 ± 0.81@@37.00,71.08 ± 0.49 / 42.00 ± 0.60@@71.08,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/meta-llama/Llama-3.1-70B-Instruct'>meta-llama/Llama-3.1-70B-Instruct</a>,📝,1.80@@1.80,70553706496.0,128256.0,131072.0,✓,✗,94.72 ± 0.33 / 97.35 ± 0.17@@94.72,67.60 ± 2.27 / 61.48 ± 2.54@@67.60,40.31 ± 1.41 / 62.94 ± 1.47@@40.31,70.78 ± 1.15 / 40.93 ± 1.07@@70.78,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://ai.google.dev/gemini-api/docs/models#gemini-2.5-pro'>gemini/gemini-2.5-pro (zero-shot, val)</a>",🤔,1.81@@1.81,?,256128.0,1048576.0,✓,✗,95.11 ± 1.42 / 97.51 ± 0.72@@95.11,64.57 ± 2.67 / 55.72 ± 2.41@@64.57,42.56 ± 3.92 / 66.87 ± 2.03@@42.56,66.62 ± 0.71 / 29.06 ± 1.10@@66.62,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/meta-llama/Llama-3.3-70B-Instruct'>meta-llama/Llama-3.3-70B-Instruct</a>,📝,1.81@@1.81,70553706496.0,128256.0,131072.0,✓,✗,94.71 ± 0.51 / 97.35 ± 0.26@@94.71,68.16 ± 1.97 / 62.15 ± 2.31@@68.16,40.63 ± 1.70 / 63.78 ± 1.64@@40.63,65.10 ± 0.97 / 33.68 ± 0.94@@65.10,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-5-sonnet-20241022 (zero-shot, val)</a>",📝,1.82@@1.82,?,?,200000.0,✓,✗,89.83 ± 1.71 / 94.71 ± 0.91@@89.83,73.35 ± 3.04 / 69.37 ± 3.29@@73.35,41.76 ± 3.91 / 66.85 ± 1.96@@41.76,62.19 ± 0.88 / 25.82 ± 1.00@@62.19,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300,14.3.0.dev0@@140300
<a href='https://hf.co/mistralai/Mixtral-8x7B-v0.1'>mistralai/Mixtral-8x7B-v0.1</a>,🧠,1.82@@1.82,46702792704.0,32000.0,32768.0,✓,✗,94.09 ± 0.76 / 97.01 ± 0.40@@94.09,57.95 ± 1.63 / 55.40 ± 1.71@@57.95,42.47 ± 2.67 / 70.94 ± 1.30@@42.47,74.48 ± 2.40 / 48.83 ± 1.66@@74.48,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07#minimal (zero-shot, val)</a>",🤔,1.82@@1.82,?,100256.0,272000.0,✓,✗,97.10 ± 1.16 / 98.54 ± 0.59@@97.10,62.89 ± 2.85 / 51.18 ± 3.28@@62.89,42.46 ± 3.47 / 64.89 ± 2.04@@42.46,66.30 ± 0.93 / 32.39 ± 1.20@@66.30,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
"<a href='https://platform.openai.com/docs/models/gpt-5'>gpt-5-2025-08-07#high (zero-shot, val)</a>",🤔,1.82@@1.82,?,100256.0,272000.0,✓,✗,97.33 ± 1.20 / 98.66 ± 0.60@@97.33,70.50 ± 2.66 / 59.12 ± 3.64@@70.50,36.68 ± 2.93 / 56.51 ± 2.35@@36.68,63.98 ± 1.04 / 30.97 ± 1.49@@63.98,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600,15.16.0@@151600
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#thinking (zero-shot, val)</a>",🤔,1.82@@1.82,?,?,200000.0,✓,✗,94.73 ± 1.18 / 97.31 ± 0.61@@94.73,68.36 ± 3.42 / 63.97 ± 3.70@@68.36,39.79 ± 3.91 / 64.69 ± 1.88@@39.79,66.53 ± 1.01 / 32.23 ± 1.37@@66.53,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-SFT'>LumiOpen/Llama-Poro-2-70B-SFT</a>,📝,1.83@@1.83,70553706496.0,128256.0,8192.0,✓,✗,93.52 ± 0.38 / 96.76 ± 0.19@@93.52,67.54 ± 1.34 / 59.88 ± 1.99@@67.54,37.79 ± 3.47 / 68.22 ± 1.91@@37.79,71.72 ± 1.70 / 40.97 ± 1.45@@71.72,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100
"<a href='https://docs.anthropic.com/en/docs/about-claude'>claude-3-7-sonnet-20250219#no-thinking (zero-shot, val)</a>",📝,1.83@@1.83,?,?,200000.0,✓,✗,94.15 ± 1.39 / 97.04 ± 0.71@@94.15,65.59 ± 2.49 / 57.66 ± 2.25@@65.59,42.61 ± 3.74 / 66.70 ± 1.95@@42.61,65.30 ± 0.93 / 31.68 ± 1.17@@65.30,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it</a>,📝,1.83@@1.83,27432406640.0,262144.0,?,✓,✗,95.00 ± 0.43 / 97.50 ± 0.22@@95.00,62.81 ± 1.89 / 58.35 ± 2.41@@62.81,44.39 ± 2.70 / 69.69 ± 1.90@@44.39,68.46 ± 0.79 / 35.92 ± 1.19@@68.46,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500,15.5.0@@150500
<a href='https://hf.co/meta-llama/Llama-3.1-8B'>meta-llama/Llama-3.1-8B</a>,🧠,1.84@@1.84,8030261248.0,128256.0,131072.0,✓,✗,92.94 ± 0.95 / 96.41 ± 0.50@@92.94,57.60 ± 2.49 / 55.45 ± 2.32@@57.60,44.30 ± 5.07 / 68.18 ± 5.47@@44.30,74.36 ± 1.83 / 48.69 ± 1.42@@74.36,16.5.0.dev0@@160500,14.3.0.dev0@@140300,16.5.0.dev0@@160500,14.3.0.dev0@@140300
