<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/Qwen/Qwen3-8B'>Qwen/Qwen3-8B</a>,🤔,2.05@@2.05,8190735360,151936,40960.0,✓,✗,36.12 ± 4.36 / 38.65 ± 3.53@@36.12,48.96 ± 0.95 / 30.90 ± 1.56@@48.96,10.03 ± 1.71 / 49.10 ± 3.73@@10.03,66.04 ± 0.96 / 43.10 ± 1.41@@66.04,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,2.17@@2.17,4676271104,131072,?,✓,✗,43.17 ± 1.95 / 55.07 ± 2.10@@43.17,43.64 ± 4.37 / 26.16 ± 2.84@@43.64,3.00 ± 1.26 / 50.56 ± 1.30@@3.00,66.06 ± 1.35 / 46.76 ± 1.87@@66.06,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/Qwen/Qwen3-4B'>Qwen/Qwen3-4B</a>,🤔,2.37@@2.37,4022468096,151936,40960.0,✓,✗,17.87 ± 5.88 / 22.79 ± 5.12@@17.87,43.83 ± 1.57 / 25.91 ± 1.56@@43.83,9.77 ± 2.10 / 44.14 ± 2.59@@9.77,62.07 ± 1.08 / 39.17 ± 1.21@@62.07,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,2.66@@2.66,1543714304,151936,32768.0,✓,✗,30.47 ± 1.59 / 46.78 ± 1.60@@30.47,31.50 ± 1.91 / 18.07 ± 1.37@@31.50,2.79 ± 1.65 / 38.59 ± 3.57@@2.79,46.74 ± 1.10 / 29.67 ± 1.31@@46.74,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B</a>,🤔,2.92@@2.92,2031739904,151936,40960.0,✓,✗,9.43 ± 3.39 / 18.31 ± 2.81@@9.43,33.40 ± 1.41 / 19.42 ± 1.42@@33.40,0.00 ± 0.00 / 33.59 ± 0.39@@0.00,51.91 ± 1.76 / 33.25 ± 1.57@@51.91,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,2.93@@2.93,999885952,262144,32768.0,✓,✗,23.29 ± 2.69 / 35.80 ± 4.22@@23.29,28.63 ± 1.18 / 23.08 ± 0.86@@28.63,3.88 ± 1.27 / 48.37 ± 2.48@@3.88,33.60 ± 1.02 / 17.85 ± 1.07@@33.60,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.16@@3.16,999885952,262144,32768.0,✓,✗,14.23 ± 4.18 / 20.72 ± 3.59@@14.23,16.44 ± 3.95 / 14.88 ± 1.71@@16.44,1.47 ± 1.75 / 34.45 ± 0.58@@1.47,37.81 ± 1.01 / 22.25 ± 1.12@@37.81,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.20@@3.20,1235814400,128256,131072.0,✓,✗,20.17 ± 1.70 / 37.88 ± 1.51@@20.17,21.96 ± 3.55 / 15.19 ± 1.71@@21.96,-1.16 ± 2.07 / 40.83 ± 3.86@@-1.16,24.71 ± 1.42 / 14.85 ± 1.18@@24.71,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,3.67@@3.67,268098176,262144,32768.0,✓,✗,6.73 ± 4.25 / 29.15 ± 4.38@@6.73,6.58 ± 4.52 / 9.81 ± 1.21@@6.58,1.03 ± 1.56 / 38.18 ± 3.55@@1.03,4.85 ± 0.55 / 0.00 ± 0.00@@4.85,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,3.69@@3.69,361821120,49152,?,✓,✗,3.78 ± 1.21 / 21.51 ± 4.50@@3.78,10.57 ± 1.38 / 10.29 ± 1.18@@10.57,1.28 ± 1.19 / 38.67 ± 4.70@@1.28,3.93 ± 1.07 / 0.09 ± 0.07@@3.93,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,3.73@@3.73,361821120,49152,?,✓,✗,3.59 ± 2.08 / 16.43 ± 3.24@@3.59,9.58 ± 1.19 / 10.77 ± 0.90@@9.58,-0.77 ± 1.22 / 38.78 ± 4.20@@-0.77,3.57 ± 1.10 / 0.80 ± 0.46@@3.57,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,3.73@@3.73,134515008,49152,?,✓,✗,3.41 ± 2.09 / 22.49 ± 4.62@@3.41,8.60 ± 1.97 / 11.60 ± 1.75@@8.60,1.03 ± 1.64 / 34.58 ± 2.34@@1.03,2.75 ± 0.20 / 0.00 ± 0.00@@2.75,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,3.79@@3.79,268098176,262144,32768.0,✓,✗,0.00 ± 0.00 / 23.53 ± 0.21@@0.00,9.40 ± 3.85 / 12.52 ± 2.11@@9.40,-0.49 ± 1.63 / 41.95 ± 3.41@@-0.49,2.72 ± 0.77 / 0.20 ± 0.10@@2.72,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,3.81@@3.81,134515008,49152,?,✓,✗,1.67 ± 1.13 / 14.65 ± 2.38@@1.67,8.62 ± 1.68 / 11.53 ± 1.75@@8.62,-1.09 ± 1.95 / 39.09 ± 4.18@@-1.09,1.98 ± 0.55 / 0.09 ± 0.10@@1.98,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,-@@100,354483968,65536,128000.0,✗,✗,4.73 ± 2.52 / 19.19 ± 4.70@@4.73,-@@-1,-@@-1,-@@-1,15.16.0.dev0@@151600,-@@0,-@@0,-@@0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,-@@100,1170340608,65536,128000.0,✗,✗,9.72 ± 0.81 / 31.19 ± 2.04@@9.72,-@@-1,-@@-1,-@@-1,15.16.0.dev0@@151600,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-4B-Thinking-2507'>Qwen/Qwen3-4B-Thinking-2507</a>,🤔,-@@100,4022468096,151936,262144.0,✓,✗,52.59 ± 1.53 / 65.39 ± 1.23@@52.59,-@@-1,-@@-1,-@@-1,15.16.0.dev0@@151600,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-4B-Instruct-2507'>Qwen/Qwen3-4B-Instruct-2507</a>,📝,-@@100,4022468096,151936,262144.0,✓,✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/google/gemma-3n-E4B-it'>google/gemma-3n-E4B-it</a>,📝,-@@100,7849978192,262400,?,✓,✗,52.19 ± 1.74 / 63.62 ± 1.48@@52.19,-@@-1,-@@-1,-@@-1,15.16.0.dev0@@151600,-@@0,-@@0,-@@0
<a href='https://hf.co/google/gemma-3n-E4B'>google/gemma-3n-E4B</a>,🧠,-@@100,7849978192,262400,?,✓,✗,36.75 ± 2.71 / 47.29 ± 2.50@@36.75,-@@-1,-@@-1,-@@-1,15.16.0.dev0@@151600,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,-@@100,751632384,151936,40960.0,✓,✗,1.85 ± 1.19 / 13.65 ± 0.47@@1.85,-@@-1,0.00 ± 0.00 / 33.59 ± 0.39@@0.00,-@@-1,15.16.0.dev0@@151600,-@@0,15.16.0.dev0@@151600,-@@0
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,-@@100,742489344,65536,128000.0,✗,✗,5.67 ± 2.31 / 21.85 ± 5.26@@5.67,-@@-1,-@@-1,-@@-1,15.16.0.dev0@@151600,-@@0,-@@0,-@@0
